"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0007160","GO:0007160","cell-matrix adhesion","45/1488","240/18805",0.1875,2.36958165322581,6.25945226860734,4.43974497434576e-08,1.82124681340484e-05,1.49048581281608e-05,"CEACAM6/GPM6B/ITGB8/SNED1/PHLDB2/SFRP1/CDKN2A/PIK3R1/ITGA3/POSTN/EPB41L5/ITGB5/LIMCH1/ADAMTS12/NPNT/ITGB6/APOD/FERMT1/GREM1/MSLN/ITGA11/THY1/CDH11/ITGBL1/COL3A1/FAM107A/COL13A1/FN1/NID2/THBS1/CDK6/FGB/FGG/PLAU/CTTN/SERPINE1/PTK2/ECM2/MMP12/ITGA9/ITGA10/FERMT2/EFNA5/LYPD3/ONECUT2",45
"GO:0090287","GO:0090287","regulation of cellular response to growth factor stimulus","62/1488","384/18805",0.161458333333333,2.04047309027778,6.03851461617629,5.26203690209119e-08,2.00905384680399e-05,1.6441847605744e-05,"SLC2A10/RGMA/XBP1/PPARA/FZD4/TFAP2B/SPRED2/CREB3L1/TGFB3/SPRY4/SFRP1/ZNF703/SPRY1/GATA3/ITGA3/IL17RD/NEDD4/VEGFC/MSX2/SORL1/TOB1/PTP4A3/DMD/ADAMTS12/FBN1/TSC22D1/NPNT/HTRA1/FERMT1/GREM1/ZEB1/TET1/HTRA3/MIR18A/JCAD/SULF1/DCN/DOK5/THBS1/GDF15/SLIT2/SOSTDC1/SOX11/SFRP2/PCSK6/ASPN/PMEPA1/LRG1/CILP/DKK3/LOX/CDH3/SFRP4/SEMA6A/SHISA2/TMEM108/TGFBR3/TGFB1I1/DKK1/FOXD1/ONECUT2/FOLR1",62
"GO:0061448","GO:0061448","connective tissue development","51/1488","291/18805",0.175257731958763,2.2148666999224,6.12230908503544,5.71622956838639e-08,2.00905384680399e-05,1.6441847605744e-05,"FOXA1/SPTLC2/XBP1/COL27A1/CHI3L1/ITGB8/NFIA/TYMS/GATA3/ECM1/HMGCS2/MYCN/SOX8/MSX2/GLI3/SORL1/CRIP1/RB1/ADAMTS12/COL1A1/COL5A1/GREM1/RUNX3/RARA/SOX6/ZEB1/LOC102724560/NFIB/COL3A1/TRPM4/CBS/CTSK/SLC39A14/HOXB3/SULF1/SLC26A2/CCN4/TRPS1/DGAT2/CSGALNACT1/SFRP2/FOXC2/ID4/SIX2/LOX/OGN/OSR1/FOXD1/COL2A1/COL11A1/GHR",51
"GO:0060485","GO:0060485","mesenchyme development","57/1488","342/18805",0.166666666666667,2.10629480286738,6.05233625838135,5.94705126165208e-08,2.00905384680399e-05,1.6441847605744e-05,"FOXA1/MYC/FOXC1/SPRED2/WWTR1/FGFR2/LRP6/TGFB3/PHLDB2/SFRP1/ZNF703/SPRY1/GATA3/SOX10/GCNT2/SEMA3C/SOX8/IL17RD/MSX2/KITLG/EPB41L5/SEMA4B/COL1A1/NRTN/RET/TBX3/GREM1/GLIPR2/BNC2/ERBB4/SP6/ERBB3/MIR18A/EDNRA/FN1/CDH2/PRICKLE1/SFRP2/FOXC2/SEMA6D/PTK2/LRG1/SIX2/SEMA5A/HEY2/SEMA6A/TGFBR3/TGFB1I1/DKK1/OSR1/FERMT2/FOXD1/RDH10/ACTG2/PAX6/FOLR1/SIX1",57
"GO:0001667","GO:0001667","ameboidal-type cell migration","45/1488","243/18805",0.185185185185185,2.34032755874154,6.16441627415201,6.51033954214172e-08,2.07715999947333e-05,1.69992199155923e-05,"DUSP10/AKT1/FUT8/AGO2/SOX10/SEMA3C/PLCG2/ITGA3/SOX8/CLN3/RAB11A/NHERF1/KANK1/APPL2/BRAF/KITLG/EPB41L5/PDLIM1/IRS2/SEMA4B/NRTN/RET/KANK2/FERMT1/GLIPR2/ERBB4/PFN2/TPBG/EDNRA/FN1/CENPV/THBS1/CDH2/KRT16/SEMA6D/PTK2/LRG1/FAT2/SEMA5A/KIT/NANOS1/SEMA6A/AKAP12/PAX6/FOLR1",45
"GO:0010812","GO:0010812","negative regulation of cell-substrate adhesion","20/1488","66/18805",0.303030303030303,3.82962691430433,6.75022420967561,9.65799869638703e-08,2.9192571849132e-05,2.38908388805363e-05,"MELTF/FZD4/SPRY4/FZD7/PHLDB2/CDKN2A/GCNT2/PIK3R1/KANK1/POSTN/COL1A1/APOD/SPOCK1/FAM107A/THBS1/SERPINE1/MMP12/FBLN1/EFNA5/GBP1",20
"GO:0016055","GO:0016055","Wnt signaling pathway","71/1488","477/18805",0.148846960167715,1.8810934717432,5.71365341934087,1.62121755644299e-07,4.65532621332605e-05,3.80986125764103e-05,"FZD4/TCF7L1/WWTR1/PRICKLE2/FGFR2/LRP6/FZD7/SFRP1/ZNF703/GATA3/ASPM/SIAH1/NLK/CPE/SOX10/TNIK/PLCG2/IFT20/ITGA3/NHERF1/KANK1/NDRG2/SOX13/GLI3/LEO1/VANGL2/COL1A1/CCNE1/CMAHP/MITF/FERMT1/GREM1/GPRC5B/DACT1/TRPM4/TPBG/TMEM131L/EDNRA/SULF1/CCN4/FZD5/CDH2/PRICKLE1/SOSTDC1/NR4A2/LRRK2/SFRP2/DLX5/ATP6V1C2/SDC1/CELSR1/ROR1/SEMA5A/WLS/DKK3/EGFR/LGR6/GPC4/CDH3/SFRP4/SHISA2/IGFBP2/TGFB1I1/SOX2/DKK1/FERMT2/RSPO3/FOXD1/PRKAA2/DAAM1/FOLR1",71
"GO:0048732","GO:0048732","gland development","68/1488","451/18805",0.150776053215078,1.90547290370264,5.70543319028654,1.81100095971735e-07,4.95265643412227e-05,4.05319262412932e-05,"FOXA1/AR/TFCP2L1/XBP1/FOXC1/FGFR2/AKT1/TGFB3/FASN/ASXL1/SFRP1/ZNF703/TYMS/GATA3/HMGCS2/SOX10/UCP2/NTN4/SEMA3C/CPT1A/NHERF1/ATP2C2/TNC/IQGAP3/ATP7B/BRAF/MSX2/GLI3/ALOX15B/CRIP1/PTCH1/IRS2/CEBPG/SRSF1/SOD2/TBX3/RARA/ERBB4/NFIB/FA2H/PRLR/EDNRA/HOXB3/SULF1/EPHB3/MED1/INHBB/SLC7A5/AREG/GATA2/SOSTDC1/MMP2/ID4/IGFBP5/IRF6/SERPINB5/WLS/DKK3/EGFR/E2F7/TGFBR3/SOX2/TGFA/ONECUT2/PAX6/SERPINE2/IGF2/SIX1",68
"GO:0000727","GO:0000727","double-strand break repair via break-induced replication","8/1488","12/18805",0.666666666666667,8.42517921146953,7.54205620654458,5.59544255692199e-07,0.000146066484565468,0.000119539000079697,"MCM5/MCM2/MCM7/MCM4/GINS2/CDC7/CDC45/GINS4",8
"GO:0009410","GO:0009410","response to xenobiotic stimulus","66/1488","453/18805",0.145695364238411,1.84126433098341,5.31288156422484,9.57006129032158e-07,0.000238960269523117,0.000195562122019615,"MYC/TFAP2B/CMBL/ABCC3/C1orf115/DUSP6/CENPF/SREBF1/CTPS1/SFRP1/RAD54L/MCM7/FBP1/TYMS/GATA3/HMGCS2/SOX10/NAT1/SEMA3C/ITGA3/CPT1A/GAL/CYP2J2/VEGFC/BRAF/MMP7/PTCH1/FMO5/NQO1/RB1/COL1A1/RET/CBR1/SLC1A1/SOD2/VAV3/ADSS1/ABAT/CCNO/NFKBIZ/LYN/NCEH1/UCHL1/FMO2/THBS1/PRICKLE1/RPS6KB1/MMP2/SFRP2/GSTP1/LRP8/ABCC4/FOS/GSTM3/LOX/EGFR/FOSB/MAP1B/KCNQ3/CDH3/UGT2B15/IGFBP2/FMO1/PRKAA2/PAX6/CSAG3",66
"GO:0003018","GO:0003018","vascular process in circulatory system","46/1488","278/18805",0.165467625899281,2.09114160284676,5.37268304177805,1.35506154087873e-06,0.000324254934552774,0.000265366218422085,"SLC2A10/FOXC1/C2CD4A/MFSD2A/ABCC3/SLC7A8/KCNMA1/SLC4A8/SLC16A2/FABP5/F2R/ATP2B1/ATP2A3/NHERF1/SLC7A2/KLF2/SLC16A1/PRKG1/PTP4A3/SLC12A2/SLC1A1/SOD2/SLC1A4/LOC102724560/TRPM4/SLC15A2/CBS/F2RL1/EDNRA/SLC7A5/SLIT2/SLC2A13/FGB/MMP2/FOXC2/FGG/ABCC4/EGFR/ANGPT1/KCNMB4/CYSLTR1/ADORA2B/ITGA9/AKAP12/FERMT2/KCNMB1",46
"GO:0022612","GO:0022612","gland morphogenesis","27/1488","127/18805",0.21259842519685,2.6867697485395,5.59091303346006,1.81112252830231e-06,0.000416051067201606,0.000340491035320834,"FOXA1/AR/XBP1/FGFR2/TGFB3/SFRP1/NTN4/SEMA3C/NHERF1/TNC/MSX2/GLI3/CRIP1/PTCH1/TBX3/NFIB/SULF1/MED1/AREG/SOSTDC1/MMP2/ID4/IGFBP5/SERPINB5/EGFR/TGFA/PAX6",27
"GO:0048706","GO:0048706","embryonic skeletal system development","28/1488","135/18805",0.207407407407407,2.62116686579052,5.54131326289179,1.9719220620617e-06,0.000435567246246935,0.000356462834295768,"SLC2A10/FGFR2/TGFB3/MYCN/MTHFD1L/TFAP2A/HOXC9/HOXB2/GLI3/ACVR2A/COL1A1/HOXB6/ZEB1/EDNRA/HOXC6/HOXB3/SULF1/PCGF2/SOX11/FOXC2/DLX5/SIX2/HOXB7/OSR1/RDH10/COL2A1/COL11A1/SIX1",28
"GO:0001655","GO:0001655","urogenital system development","18/1488","66/18805",0.272727272727273,3.4466642228739,5.83664651573012,2.32585115894643e-06,0.000488256669341758,0.000399583204928828,"FOXA1/AR/FGFR2/SFRP1/TNC/ALOX15B/CRIP1/PTCH1/RARA/HELLS/PRLR/SULF1/EPHB3/GATA2/MMP2/ID4/SERPINB5/OSR1",18
"GO:0070371","GO:0070371","ERK1 and ERK2 cascade","50/1488","319/18805",0.156739811912226,1.98084150739879,5.17920333451863,2.4465346450229e-06,0.000488256669341758,0.000399583204928828,"ERBB2/DUSP4/XBP1/DUSP10/MYC/SPRED2/CNKSR3/FGFR2/CHI3L1/DUSP6/SPRY4/FGFR4/SPRY1/RIPK2/GCNT2/F2R/NHERF1/IQGAP3/NDRG2/BRAF/NOX4/CXCL17/ARHGAP8/NPNT/MARCO/GLIPR2/RASGRP1/ACKR3/ERBB4/DUSP5/LYN/EPHB1/TPBG/F2RL1/ICAM1/FN1/ALKAL2/FGB/GSTP1/FGG/S100A7/EGFR/ANGPT1/PRKCA/SEMA6A/FBLN1/PLA2G2A/AKAP12/FERMT2/GBP1",50
"GO:0090497","GO:0090497","mesenchymal cell migration","17/1488","60/18805",0.283333333333333,3.58070116487455,5.86895634410152,2.48499184121113e-06,0.000488256669341758,0.000399583204928828,"SOX10/SEMA3C/SOX8/KITLG/SEMA4B/NRTN/RET/ERBB4/TPBG/EDNRA/FN1/CDH2/SEMA6D/SEMA5A/SEMA6A/PAX6/FOLR1",17
"GO:0001763","GO:0001763","morphogenesis of a branching structure","37/1488","208/18805",0.177884615384615,2.24806464536807,5.30563734210165,2.55053109529039e-06,0.000488256669341758,0.000399583204928828,"FOXA1/AR/MYC/FGFR2/BCL11A/SFRP1/SPRY1/SOX10/NTN4/SEMA3C/MYCN/SOX8/TNC/MSX2/GLI3/PTCH1/NPNT/TBX3/GREM1/COL13A1/EDNRA/SULF1/MED1/AREG/FZD5/SLIT2/LRRK2/SFRP2/FOXC2/CELSR1/SIX2/HOXB7/FGF13/RSPO3/FOXD1/RDH10/SIX1",37
"GO:0042063","GO:0042063","gliogenesis","53/1488","348/18805",0.152298850574713,1.92471766468916,5.10397429152004,2.97578405788152e-06,0.000515896706409333,0.000422203468592002,"ERBB2/DUSP10/AKT1/GPM6B/NFIA/PRKCH/SOX10/MYCN/SOX8/NAB1/VEGFC/SOX13/GLI3/CDKN2C/RB1/LDLR/PTPRB/MXRA8/VCAN/SRSF1/SOX6/LPAR1/NDN/NFIB/FA2H/ERBB3/LYN/PHGDH/COL3A1/BMERB1/METRN/ASCL2/SLC7A5/NTRK2/AREG/CDK6/CDH2/NDRG1/SOX11/ID4/ARHGEF10/MYB/LRP8/ROR1/CSPG4/EGFR/S100A8/CYSLTR1/S100A9/ANO1/SOX2/PAX6/SERPINE2",53
"GO:0034446","GO:0034446","substrate adhesion-dependent cell spreading","23/1488","101/18805",0.227722772277228,2.87790775045246,5.54699727752656,3.02978581115313e-06,0.000515896706409333,0.000422203468592002,"MELTF/FZD4/PXN/SPRY4/FZD7/KIF14/NTN4/PIK3R1/PARVB/KANK1/BRAF/POSTN/SRCIN1/FN1/EPHB3/FGB/FGG/PTK2/ANTXR1/FBLN1/FERMT2/EFNA5/GBP1",23
"GO:0014033","GO:0014033","neural crest cell differentiation","22/1488","94/18805",0.234042553191489,2.95777568062228,5.57787291566754,3.05362835909657e-06,0.000515896706409333,0.000422203468592002,"FOXC1/LRP6/SFRP1/SOX10/SEMA3C/SOX8/KITLG/SEMA4B/NRTN/RET/ERBB4/EDNRA/FN1/CDH2/FOXC2/SEMA6D/SEMA5A/SEMA6A/RDH10/PAX6/FOLR1/SIX1",22
"GO:0001701","GO:0001701","in utero embryonic development","59/1488","403/18805",0.146401985111663,1.85019444222098,5.05741427322198,3.05423785789958e-06,0.000515896706409333,0.000422203468592002,"AR/SMIM14/HORMAD1/CERT1/FOXC1/FGFR2/AKT1/TGFB3/FUT8/GATA3/TTLL4/PLK4/MSH2/CHEK1/TM4SF1/N4BP2L2/SOX10/MATR3/SUPT6H/SOX8/KLF2/GLI3/EPB41L5/STIL/PTCH1/YBX3/HOPX/NASP/KRT8/PLPP4/BCL2L1/EMG1/NEK2/TBX3/TMEM231/TET1/GINS4/COL3A1/VASH2/CNOT1/ETNK2/EDNRA/ASCL2/MED1/APBA1/PCGF2/FZD5/GATA2/ARNT2/TEAD4/DSC3/EGFR/ANGPT1/E2F7/HEY2/RSPO3/RDH10/TENT5C/IGF2",59
"GO:0051216","GO:0051216","cartilage development","37/1488","210/18805",0.176190476190476,2.22665450588838,5.23991295868619,3.22002363825297e-06,0.000528359878699623,0.000432403174279685,"COL27A1/CHI3L1/ITGB8/NFIA/TYMS/GATA3/ECM1/MYCN/MSX2/GLI3/RB1/ADAMTS12/COL1A1/GREM1/RUNX3/RARA/SOX6/ZEB1/LOC102724560/NFIB/COL3A1/CBS/CTSK/SLC39A14/HOXB3/SULF1/SLC26A2/CCN4/TRPS1/CSGALNACT1/SFRP2/SIX2/OGN/OSR1/COL2A1/COL11A1/GHR",37
"GO:0070372","GO:0070372","regulation of ERK1 and ERK2 cascade","47/1488","296/18805",0.158783783783784,2.00667275138041,5.11720657807995,3.38664225498164e-06,0.000540263513065544,0.000442144961067048,"ERBB2/DUSP4/XBP1/DUSP10/SPRED2/CNKSR3/FGFR2/CHI3L1/DUSP6/SPRY4/FGFR4/SPRY1/RIPK2/GCNT2/F2R/NHERF1/NDRG2/BRAF/NOX4/CXCL17/ARHGAP8/NPNT/MARCO/GLIPR2/RASGRP1/ACKR3/ERBB4/LYN/EPHB1/TPBG/F2RL1/ICAM1/FN1/ALKAL2/FGB/GSTP1/FGG/S100A7/EGFR/ANGPT1/PRKCA/SEMA6A/FBLN1/PLA2G2A/AKAP12/FERMT2/GBP1",47
"GO:1990778","GO:1990778","protein localization to cell periphery","54/1488","362/18805",0.149171270718232,1.88519203350561,4.98501256445731,4.5266232954563e-06,0.000702605340156907,0.000575003499693098,"ERBB2/AR/AGR2/SEC16A/AKT1/LRP6/KRT18/RAB26/PLK1/GGA2/TSPAN33/ZDHHC3/VTI1B/TSPAN15/PRKCH/ABCA12/TUB/GPSM2/KIF2C/TNIK/PIK3R1/IFT20/ITGA3/TTC8/CLN3/RAB11A/NHERF1/ATP2C2/CCDC88A/SORL1/PTCH1/MISP/PKP1/BCL2L1/TTC7B/RABEP1/WNK3/SLC1A1/PLEKHF1/RANGRF/SCARB2/ERBB4/TPBG/LRRC15/OPTN/CDH2/EGFR/GPC4/TSPAN5/STXBP1/TMEM108/FGF13/PLS1/GBP1",54
